code,32,
ticd,24,
enam,128,
exch,3,
curr,3,
prod,3,
pind,1,
ftdt,8,
ltdt,8,
bsdt,8,
bctk,8,
flsm,32,
flmy,6,
slsm,32,
slmy,6,
pinc,20,
pmul,12,
legs,3,
fill,128,
