type,2,
thread_num,2,
inst_code,32,
tymd,8,
xymd,8,
xhms,6,
kymd,8,
khms,6,
rpt_seq,8,
gbx_tp,1,
last,20,
sign,1,
diff,20,
rate,6,
evol,12,
tvol,12,
open,20,
high,20,
low,20,
otim,6,
htim,6,
ltim,6,
bvol,15,
avol,15,
boh_vol,15,
bprc,20,
aprc,20,
bcnt,12,
acnt,12,
askbidfill_cls,1,
opin,12,
opin_diff,12,
r_tsiz,20,
datetime,14,
act_flag,1,
act_code,15,
