trxc,3,
exch,3,
dven,1,
fill,1,
date,8,
time,12,
code,16,
mseq,10,
trdt,8,
trtm,12,
wincday,10,
woutcday,10,
wopen,10,
wclose,10,
wchg,10,
wwclos,10,
wwcanl,10,
stat,2,
date,8,
