trxc,3,
exch,3,
dven,1,
fill,1,
date,8,
time,12,
code,16,
mseq,10,
trdt,8,
trtm,12,
last,15,
tqty,9,
tvol,9,
open,15,
high,15,
lowp,15,
diff,15,
pbid,15,
pask,15,
stat,2,
date,8,
