code,16,
ticd,8,
enam,60,
type,1,
exch,3,
curr,3,
prod,3,
pind,1,
ftdt,8,
ltdt,8,
fddt,8,
lddt,8,
bsdt,8,
stdt,8,
setp,15,
matm,6,
strp,20,
strc,3,
pinc,20,
disp,20,
cvol,12,
oint,12,
ucod,16,
fill,25,
